dinheiro,caixa_mensal,despesas_fixas,despesas_variaveis,volatilidade,tolerancia,meses_protegidos,indice_folga,meses_reserva,reserva_pct,crescimento_pct,risco_pct,valida,prob_sobrev
149717.99937541477,94462.31341087859,28706.71755308466,4209.674601186942,0.09206663528715668,0.36473948505024445,6,2.8697650996547655,4.548432849922334,0.0,89.06,10.94,1.0,1.0
122944.82088242171,18641.48865663672,16501.743797036663,15835.630826027904,0.3233730544167613,0.5090526544813994,5,0.5764688344037897,3.801941942272938,100.0,0.0,0.0,0.0,0.0
99789.93111367934,66172.56914585512,5157.501397700889,21241.130081051047,0.05779496068361251,0.29053143989228425,4,2.5066666504707613,3.7801175865498755,0.0,91.28,8.72,1.0,1.0
477915.73207517224,66069.11921303428,40695.66071491534,7311.628741508765,0.32307506250362755,0.32359406263155976,5,1.376230984109294,9.955065938662775,35.81,57.96,6.23,1.0,1.0
288476.11225567147,19911.937131740968,38753.79418762099,16211.096078122328,0.3903549021828141,0.890561259005925,5,0.36226647657206396,5.248370566391602,100.0,0.0,0.0,0.0,0.0
146448.8361396755,76165.37007629027,17035.166589765096,5301.916689230358,0.33873616417483954,0.1884989445463731,10,3.409817169277062,6.556309716469912,15.29,79.92,4.79,1.0,1.0
160289.00311241363,46817.82407126993,30669.653836015863,16205.394743834526,0.32651614504330856,0.8765829808729546,10,0.9987792117488055,3.419495189202111,100.0,0.0,0.0,0.0,0.0
72712.34263115641,84806.8950822627,13140.602935858098,12873.450444007512,0.38988764538965553,0.7089657533159347,3,3.2600415569186785,2.795117760749826,51.74,38.0,10.26,1.0,1.0
396272.30691985437,24376.78223552774,9439.572526677486,11022.994051079637,0.21383546084510557,0.5104635771612764,7,1.191286642508735,19.365718636224436,18.73,68.82,12.45,1.0,1.0
183960.7407795888,18091.797478012923,49082.24358823962,17181.71190477632,0.3121074347364631,0.48113785940823495,11,0.2730262228296914,2.7761810989230464,100.0,0.0,0.0,0.0,0.0
160520.0595149439,28979.382284542913,10514.617262883748,21195.14644100497,0.20674422382554986,0.25023000589874755,6,0.9138946147677863,5.062165111475068,78.7,19.7,1.6,1.0,1.0
400671.4152980724,68594.77640246117,35775.69163291935,15631.14220514049,0.16397433385342483,0.5019271438299627,9,1.3343513163745162,7.794127460956935,35.02,55.2,9.79,1.0,1.0
92198.51353836276,16544.039407538734,41549.68488678189,2132.4955509587617,0.06004728756438102,0.7194116540905764,11,0.3787365750003855,2.110666468899635,100.0,0.0,0.0,0.0,0.0
82396.65632034426,59201.26481362568,29817.0597781364,4518.546691907775,0.2293282679762058,0.3740712815103039,8,1.724194528652795,2.39974372936242,88.88,9.87,1.25,1.0,1.0
475483.0452120222,98428.12746011971,25166.745717786358,27520.940047291653,0.2389055948665672,0.759839186244821,5,1.86814292620457,9.02455741427113,12.44,67.6,19.96,1.0,1.0
429805.26199390297,68234.4666559879,23336.720693079686,10779.026711444958,0.06599910995542109,0.1868681820212575,4,2.000087110708828,12.598441912982963,0.0,94.39,5.61,1.0,1.0
169432.00282078897,98131.51864796024,9143.666610150642,15249.634525911066,0.20834371356187154,0.7989576503438334,5,4.022888009318592,6.945841478188044,0.0,76.03,23.97,1.0,1.0
170598.06636028178,68008.15116018814,5974.79663449392,3318.283548998452,0.06701219278591086,0.12254559611035223,8,7.318149614268198,18.357537327970245,0.0,96.32,3.68,1.0,1.0
41346.56213973607,98876.49300260817,48771.74333286068,2063.558130372474,0.06496335457930166,0.4261176471505974,9,1.9450360311942088,0.8133435024407231,0.0,87.22,12.78,1.0,1.0
113445.59611984347,57700.76363969417,2032.5946815763841,12828.693038519157,0.26238747587748906,0.29834141014964166,3,3.882622066570367,7.633631637885694,0.0,91.05,8.95,1.0,1.0
133111.66051308773,42651.35110409454,9537.05937146254,24724.28469342991,0.08241849989901975,0.7322908095817726,7,1.2448826007325067,3.885185013786049,28.89,55.49,15.62,1.0,1.0
32632.80746334109,52462.21227181049,35286.88926957751,23580.098784343045,0.10220898060681051,0.6646711232761238,6,0.8911991934045707,0.5543481761535062,100.0,0.0,0.0,0.0,0.0
171929.4585945292,41344.99693402098,13632.632935845817,18587.057346907604,0.3440257318953977,0.511400742188587,8,1.2832214267482316,5.336161120287358,100.0,0.0,0.0,0.0,0.0
96989.34112081613,52485.65758433242,43381.19372653508,6433.967851892675,0.27568829033511855,0.5296960284027523,7,1.0536080968381545,1.94698437278214,100.0,0.0,0.0,0.0,0.0
216454.96449482735,71322.35752353004,37529.3119127194,28246.91224448367,0.27283650199200515,0.5087026164692675,4,1.0843182082491065,3.290778199391727,85.98,11.88,2.14,1.0,1.0
18813.470577530647,27931.5379286825,24239.429060268452,9171.469276023043,0.39685158684168986,0.12761470841353528,11,0.8360008057114341,0.5630938260973106,100.0,0.0,0.0,0.0,0.0
63150.16702063731,44890.453343727655,6734.4968775563775,17837.402632559522,0.19004748944409044,0.8500976678320916,11,1.8269020400822855,2.5700156796848077,28.89,52.98,18.14,1.0,1.0
120585.73580285527,13407.195157286082,22024.21847353383,14628.448302822351,0.2911959522661814,0.7645950015321948,11,0.36579044136386724,3.2899580414880596,100.0,0.0,0.0,0.0,0.0
456413.6484061427,40346.32599895994,45522.7657110257,27442.50141265548,0.3487202481476089,0.1283835941994833,4,0.5529524880731284,6.255217946814201,66.04,32.65,1.31,1.0,1.0
23922.005055604764,49093.0006099299,45151.046567917205,16000.219661334044,0.12247750142447188,0.8340158357121971,7,0.8028124949348413,0.391193944634328,100.0,0.0,0.0,0.0,0.0
162364.8048582099,54134.10559730924,24302.32515914746,6484.690346360946,0.19851722245026027,0.22869493652645698,3,1.7583421032682942,5.273807876218454,7.95,85.73,6.32,1.0,1.0
149908.91032154908,17430.505581499885,12871.89661395167,11617.090004052905,0.37855446875667725,0.561258355263911,7,0.711769166008886,6.121482797958425,100.0,0.0,0.0,0.0,0.0
208978.59095377635,25543.408352015726,21236.494968616993,26556.29275544047,0.06893333412308054,0.758826349501421,4,0.5344615697978617,4.372596806036129,67.62,25.01,7.37,1.0,1.0
269927.1207135578,75688.13187665347,25599.662631582523,13109.454835290506,0.3135043312361163,0.6843456216212468,6,1.955305024492661,6.9732181557629,40.5,47.28,12.22,1.0,1.0
293619.7499659799,19521.191938522268,38007.59803157985,19485.577542081017,0.11161422837966369,0.47860139856552564,4,0.3395392886849937,5.107036566275438,73.33,22.84,3.83,1.0,1.0
132037.41360842632,52105.83059697008,43766.71784830532,21773.103887186466,0.13839936822643634,0.4115091913458854,4,0.7950255160482563,2.014613560307017,100.0,0.0,0.0,0.0,0.0
295684.1218571254,12520.25866902887,44410.62938311808,14296.408839214728,0.3657927256360672,0.24790662441444022,11,0.21326674020945627,5.036604312030239,100.0,0.0,0.0,0.0,0.0
454698.60321344074,17217.860449209023,4185.931908278125,22925.000279580418,0.17593565274700718,0.6480990348067518,5,0.6350892079218113,16.77178047817458,23.5,61.62,14.87,1.0,1.0
19759.7122431018,31072.179648155925,32093.13400070968,6722.349564211183,0.16405099253249522,0.4835225328490367,4,0.8005099201246877,0.5090677850258565,100.0,0.0,0.0,0.0,0.0
465157.03767406684,93793.95981303736,45763.59482928526,18327.157292862077,0.12533628308393174,0.14621389776903237,9,1.4634554394724557,7.257787157615929,12.82,83.35,3.82,1.0,1.0
316968.7758403883,91121.33151605597,37000.454352519126,18947.43648919041,0.052762956646370957,0.47075570551595214,4,1.6286821566493155,5.665428509846271,0.0,85.88,14.12,1.0,1.0
48743.09421194808,11235.511812381405,39329.5809094912,25692.614477945463,0.20549182042302472,0.10179229151948058,11,0.17279502399810215,0.7496377801689242,100.0,0.0,0.0,0.0,0.0
496998.2002150369,90640.50695622139,17231.936714671538,27419.607942281287,0.29614595764389257,0.26256734434924944,4,2.0299523264556867,11.130593667774667,13.38,79.8,6.82,1.0,1.0
324481.9975145454,74743.7270339442,24734.800569104602,5084.833104981059,0.3768995327581868,0.6838688800220598,7,2.506527338694278,10.881488386509991,37.5,49.68,12.82,1.0,1.0
344530.8317529457,86321.76462009999,30188.044608329288,5839.031042488271,0.20406194018341667,0.8974819197599222,11,2.396024741412535,9.563108454658249,0.0,73.08,26.92,1.0,1.0
133833.100107321,35665.37073894151,46901.98314100035,11516.895984699358,0.15436638406933467,0.8112164959751214,10,0.6105110415110917,2.2909220805033375,100.0,0.0,0.0,0.0,0.0
403395.3001513175,62894.17855328682,22012.755399729762,1218.927321036845,0.2922829926180891,0.42759943516410115,5,2.7072588460011224,17.364015555822213,2.17,85.28,12.55,1.0,1.0
172612.3792940023,52189.604290379226,25947.859525452834,28316.52749281322,0.12003555271895494,0.27821556366485645,7,0.9617652968753073,3.180951426501858,100.0,0.0,0.0,0.0,0.0
12396.813943376175,53878.92393222399,49039.00943538722,2139.348634836453,0.3487349356797097,0.377136013288779,6,1.0527677315926152,0.2422276604959866,100.0,0.0,0.0,0.0,0.0
56480.43898677978,99215.69734933921,22710.34802135199,25084.344155460127,0.2706617083647425,0.8320937732730477,4,2.075872713695901,1.1817303640712975,83.89,12.09,4.02,0.0,0.0
192572.34394338384,61732.353544664125,16926.195931689304,6321.441566965142,0.0723726799453365,0.3722503989702325,11,2.655424816746955,8.283523173248454,0.0,88.83,11.17,1.0,1.0
326067.13000554347,90329.27454255884,37539.59458028785,23487.90018433047,0.3059581045043045,0.25114865425914434,4,1.4801406299071727,5.342954536527792,46.83,49.16,4.01,1.0,1.0
213567.80341750247,66202.50506634865,34537.443045684035,25610.556600119147,0.35848025287149066,0.3724252302037383,6,1.1006601292844145,3.5507050055721034,100.0,0.0,0.0,0.0,0.0
393203.2079273363,59761.35256050367,15712.537923256448,11785.825039285744,0.24633522395763086,0.7940723551196457,8,2.1732694648735844,14.299149678944564,5.45,72.03,22.52,1.0,1.0
85723.13060804224,34665.907870877054,14839.91826892626,24213.56393032769,0.27615932934154885,0.6782620352882027,8,0.8876521610546495,2.195018876183078,100.0,0.0,0.0,0.0,0.0
58671.00711950508,92909.39677356805,37686.03632329809,7562.97427541551,0.1428016628536226,0.23886147539266558,10,2.0532912332056474,1.296625193417446,0.0,92.83,7.17,1.0,1.0
42305.0267771583,6791.45052861725,24125.847327834595,7737.447028240976,0.24914091652777043,0.5970905625072813,11,0.21314338852480524,1.3277041069387021,100.0,0.0,0.0,0.0,0.0
203729.513558084,42781.42617601317,6952.215265300176,20745.846840165763,0.24775655696117677,0.449566695775125,11,1.5445638764587317,7.3553706675341735,62.93,32.07,5.0,1.0,1.0
389748.7709180188,95273.24609228205,30972.130255229436,6719.201224965158,0.27783835861622397,0.4697458212054383,8,2.5277230161620747,10.340541329053801,5.95,80.8,13.25,1.0,1.0
367938.5719700942,91419.43950419856,46049.73737804419,29853.473870012855,0.2776669040087247,0.22452070014987502,5,1.2044212359531585,4.847470428723299,68.53,29.35,2.12,1.0,1.0
460090.8509539178,13255.131875893308,31936.804952956474,3935.194425128851,0.37615571840258094,0.27030620397290506,11,0.36951193425786694,12.825904854218784,95.07,4.53,0.4,1.0,1.0
369637.21232721,75417.44975332268,31975.596473287274,14587.300248129553,0.32693387976110083,0.3959183675236688,5,1.6196898187958753,7.938449674613856,40.27,52.63,7.09,1.0,1.0
207824.60067948152,13823.647912880951,34176.407440195515,22705.475180492536,0.2839705584415396,0.8278376849768811,11,0.24302374105763624,3.6536167775131854,100.0,0.0,0.0,0.0,0.0
315725.7861769979,30188.777581675087,25063.023424055875,27805.39730199886,0.3361360653318862,0.44096482687167304,7,0.5710172001940922,5.971916350839684,100.0,0.0,0.0,0.0,0.0
38699.39308767665,50966.67071402754,28796.215077091263,9251.755450178858,0.16349315679359971,0.26645295892318255,9,1.3395371686775828,1.0171210856027033,100.0,0.0,0.0,0.0,0.0
454819.2630841807,88390.66078540904,5598.03905427089,11794.938612098753,0.3365509270749557,0.2844839235358639,5,5.081974028881647,26.149591623037658,0.0,91.47,8.53,1.0,1.0
368258.52595584514,22166.383132078336,15764.058582573947,19833.618314838794,0.236369154091972,0.4325494924085055,8,0.6226918457616936,10.345015687880755,67.41,28.36,4.23,1.0,1.0
75729.04354123786,32696.22833622372,10199.641606172438,5460.4267917298375,0.3529666466163922,0.243856616723651,10,2.087872639215516,4.835805413939446,100.0,0.0,0.0,0.0,0.0
342809.00836925587,37167.02741545602,27302.474860807808,26091.343188772,0.09544243303153649,0.801863740480415,5,0.6960923337781144,6.420387619610463,49.59,38.28,12.13,1.0,1.0
212231.5696696174,9171.17777819216,27609.306601708864,3990.7894350196443,0.1102878352992255,0.4427865462106615,6,0.29022626284213127,6.716168502239441,87.0,11.28,1.73,1.0,1.0
206326.7367334925,74240.36757153786,47317.45420564562,11099.851643959999,0.2513905033003622,0.3884851758130704,10,1.2708625721745617,3.5319454352221795,100.0,0.0,0.0,0.0,0.0
404977.97892916604,80124.69223950495,20889.644489264287,8430.086893968404,0.22030655426943113,0.7111638228661169,7,2.732790801941879,13.812472346208603,0.0,78.67,21.33,1.0,1.0
239877.6717222058,90250.26426833954,31184.513543267287,4022.2871869260284,0.08370752176732935,0.22787097947946605,10,2.5634327004027093,6.813390218568964,0.0,93.16,6.84,1.0,1.0
338140.6851381613,47118.515458946575,10425.101944965601,14124.330069578355,0.3838124756051384,0.16059859324943454,6,1.9193322041435374,13.77386999983685,32.84,63.92,3.24,1.0,1.0
462405.9092683226,62940.2240876533,18165.545556172256,2089.3565332858816,0.22560176593529957,0.6104916644040581,8,3.107406977810629,22.829333226398873,0.0,81.69,18.31,1.0,1.0
247577.68152061658,10186.853797797634,23465.83325220191,1751.7242018761106,0.16741537439226428,0.7002641213618684,6,0.40395878214407643,9.817670960855882,56.92,34.03,9.05,1.0,1.0
48946.36212295859,30336.03389167576,48517.436308046905,7246.517135784293,0.09057903839111711,0.43593811867006094,5,0.5440079481135074,0.8777419659145994,100.0,0.0,0.0,0.0,0.0
236131.52340788077,78498.64408567805,21609.59229462054,27310.208024747713,0.15308388564967465,0.35941803520206395,7,1.604639503293291,4.8269110230687495,12.57,78.01,9.43,1.0,1.0
107980.20956372585,72503.91462052817,41120.091235548054,9866.551688722773,0.39999869720481823,0.834400210600206,8,1.422017816082075,2.1178136737518907,100.0,0.0,0.0,0.0,0.0
331589.7949808542,44794.24291979404,9006.456678722134,23608.356684872095,0.22624771805689708,0.8372072133327338,7,1.3734324467971633,10.166846312571149,30.85,51.78,17.37,1.0,1.0
29413.21249581069,52491.61869381177,11808.037639214914,2515.3236634092327,0.38391612417437526,0.8197231017816685,11,3.664755610416314,2.0535132692925906,100.0,0.0,0.0,0.0,0.0
114541.08605683295,89102.68170072029,23943.196998951436,29102.3401329524,0.3742446238049831,0.8490596374311838,8,1.679739456293113,2.1592973179254145,100.0,0.0,0.0,0.0,0.0
114052.44617779653,5130.903922734565,22533.365739584067,16396.68503288317,0.1148643352261211,0.21323999650571254,10,0.13179802802526341,2.9296762761598716,100.0,0.0,0.0,0.0,0.0
417716.82678435836,31297.673997081387,19543.804536268217,21038.297188858178,0.14536345077768195,0.872995232912901,4,0.7712186571575084,10.293129459229784,25.38,55.08,19.54,1.0,1.0
439429.1872298303,16541.32454259764,27065.694635277956,24521.47224325772,0.14732459904639578,0.4376220073038869,7,0.3206480515114338,8.518188026578127,80.03,17.35,2.62,1.0,1.0
465867.2287040475,11722.37286928549,39426.374524339495,11772.658426150543,0.3025866378647111,0.6794784508383371,5,0.22895691956957737,9.099141172344908,60.97,31.07,7.96,1.0,1.0
232559.29496602097,58408.940917380765,30382.327752098634,26089.410508403224,0.38430682601504934,0.585940921558647,4,1.0343039317816405,4.118153648701839,93.31,5.51,1.18,1.0,1.0
492910.8653319506,77535.12098231405,11146.527786707615,14142.180638635686,0.11812567739490154,0.4401001296116649,4,3.065997664974126,19.491342026703734,0.0,86.8,13.2,1.0,1.0
251127.82052740798,71054.38472719655,45557.058380358416,15841.02921155207,0.3757913738523665,0.8087473639825081,10,1.1572735815399946,4.090157045225222,100.0,0.0,0.0,0.0,0.0
255357.48764077981,97822.5372781184,42940.57024975791,27502.53448659826,0.30729064492192587,0.19939098189272508,7,1.3886744152494959,3.625017503082712,100.0,0.0,0.0,0.0,0.0
139058.20006048004,76087.99060825112,2691.339552561862,3096.207073725767,0.08386504850365908,0.6751908935501488,6,13.146847104894443,24.027141211936588,0.0,79.74,20.26,1.0,1.0
430109.66712282615,96002.70391567945,36802.272846981934,22528.795770460496,0.3806966868495772,0.24284214386829525,10,1.61808486098051,7.24931603534915,100.0,0.0,0.0,0.0,0.0
401161.9475755765,15998.1024006236,17161.946530677516,24114.348636642222,0.3492100273906469,0.8535886509840854,7,0.3875857156213478,9.718942699421195,78.01,16.36,5.63,1.0,1.0
210001.26353963767,66429.58540296179,39673.141168863855,18178.807196855367,0.31551813830770203,0.1952725476803633,5,1.1482687667322427,3.62997737279452,100.0,0.0,0.0,0.0,0.0
285979.9167749815,82453.55952767722,49618.90998730206,3899.182467779057,0.28381138251204785,0.39429824735324814,8,1.5406670108222236,5.34361191993176,79.92,17.7,2.37,1.0,1.0
437776.4170563267,84016.51350366956,31331.109882056295,16907.753900847107,0.31919355196620486,0.5258547930722944,7,1.7416768745172293,9.07518093764641,43.98,47.18,8.84,1.0,1.0
137726.6408394733,20557.465344377684,5676.613774889351,6527.03086533079,0.11709870211353092,0.7257355294261111,3,1.6845349033374386,11.28569742071651,0.0,78.23,21.77,1.0,1.0
219346.19848467788,58450.24228114699,10524.346935319261,29000.76814549066,0.09044927172906578,0.2595891599061888,3,1.4788127033063472,5.54953978087654,0.0,92.21,7.79,1.0,1.0
144498.52570589373,49284.670710038765,35183.70172409292,7983.541278859922,0.17673812941120198,0.5892336462695914,7,1.1417145798879826,3.3474115012628753,96.58,2.81,0.6,0.0,0.0
210018.2911843944,92469.7334384933,17410.757612579357,3195.088816067147,0.0774625232335578,0.39104304465939177,9,4.487548412956273,10.19217006744379,0.0,88.27,11.73,1.0,1.0
288934.34415824834,90114.49774719942,6521.1998450324845,26385.644514415886,0.31471844637402524,0.35954223327642687,8,2.738472785869707,8.780372283715748,16.88,74.16,8.97,1.0,1.0
492966.5585118763,91634.1811319011,33399.35535623467,21717.277067504678,0.2011771839033098,0.6618013865115578,10,1.6625504335499504,8.944061653149006,23.07,61.65,15.27,1.0,1.0
361091.65724861645,13140.64889071203,39716.936915103586,8194.465706617393,0.15030324081297577,0.4147931317631547,3,0.27426975984114943,7.536653854606898,40.13,52.42,7.45,1.0,1.0
368075.9336997646,40949.16580960038,22007.60346864196,13550.103601298546,0.23092453156698278,0.5170605663302732,6,1.1516256019842648,10.351509251588547,33.63,56.07,10.29,1.0,1.0
302611.7717881936,94247.52575050984,41376.09749185545,4449.9819349105455,0.3252042676656008,0.7763143232059365,11,2.0566351503214557,6.603483771108833,80.13,15.24,4.63,1.0,1.0
147146.3283327499,80898.41406239492,31644.103517621257,10326.312400619212,0.08401323956816824,0.8881618894632676,11,1.92751042114968,3.5059535416421657,0.0,73.36,26.64,1.0,1.0
100092.37053854267,22063.87492678773,46611.75278876686,8324.451310247168,0.24953373369978493,0.16084874397595084,8,0.4016272199480874,1.8219746373109729,100.0,0.0,0.0,0.0,0.0
256707.65541162397,16415.085894958345,13173.46450533747,29857.86875999282,0.20760654920795285,0.40838330710018367,5,0.3814682151199748,5.965598458889711,81.88,15.9,2.22,1.0,1.0
27635.75956439625,15292.803907852754,49323.85302760713,13562.156273844712,0.27243702107876283,0.47635470323369955,7,0.24318292856754214,0.4394579950513448,100.0,0.0,0.0,0.0,0.0
388329.6824924513,65472.09959684139,43453.831816137266,10252.353083188931,0.11282573533085817,0.1570264872227666,9,1.219079324282124,7.2306324349865205,31.87,64.92,3.21,1.0,1.0
24780.774211774024,42500.97466591161,22284.35514369265,11852.141860757172,0.2068878148736658,0.35358463251863304,8,1.2450303456846041,0.725931960990132,100.0,0.0,0.0,0.0,0.0
441977.6174503968,53759.91873978376,15069.947289821348,21157.156078499313,0.129110022283202,0.15526850645552087,11,1.4839695626008822,12.200192020786591,8.95,86.81,4.24,1.0,1.0
175090.76909788654,15297.558168684658,46349.73071938911,25219.40504602665,0.31514405583465827,0.4996597751695683,7,0.21374518505890458,2.4464563841009155,100.0,0.0,0.0,0.0,0.0
242973.7154613669,75703.98724313978,45067.91195378028,26520.16259390668,0.12579029321057433,0.21147714355851496,3,1.057494390252263,3.394052948016011,36.11,59.83,4.05,1.0,1.0
435943.70226565417,36839.83782547755,37788.19068859724,25145.126658431025,0.3326452882351213,0.8494988637069656,5,0.5853789277042957,6.927073299851078,72.47,20.51,7.01,1.0,1.0
191907.50884007243,99602.83563901651,32772.146583906804,8049.490623842968,0.08201239117242815,0.44001008341418124,6,2.439952007121053,4.701122296085661,0.0,86.8,13.2,1.0,1.0
246426.08032980634,63372.38435617747,47608.731582212866,29499.705407297493,0.09973563053506793,0.5654283025575044,3,0.8218605749303217,3.1958380943881606,50.89,40.78,8.33,1.0,1.0
199172.96593022702,76992.6236908174,28013.938818802995,26599.5937126755,0.29343245912971416,0.5436726020388681,11,1.4097719030798803,3.6469526269048136,100.0,0.0,0.0,0.0,0.0
477787.46159492026,66103.21290081908,12960.704741713665,15539.90091238263,0.19171769313021775,0.26271183127855313,4,2.319361690172303,16.764116082082257,0.0,92.12,7.88,1.0,1.0
178281.6132193158,97745.57608915049,45773.602509909964,9248.596000004201,0.05775529080953902,0.8398588014420343,3,1.776475290632711,3.2401761115959795,0.0,74.8,25.2,1.0,1.0
410166.6732196633,15046.057591503584,11668.562644718651,27490.288878830375,0.3442611306523298,0.10257352866621083,11,0.3842313297277197,10.474430614314638,100.0,0.0,0.0,0.0,0.0
460858.1751284718,40699.2581797836,35837.71214799891,10239.952991890197,0.2458494819947581,0.10123870847651828,3,0.8832751845438137,10.001769267807587,22.53,75.12,2.35,1.0,1.0
258795.03500458042,74797.40320703502,25639.726219020788,16331.315293343385,0.32454633368119656,0.1087538893731379,6,1.7821193020668928,6.166037955678142,55.92,42.64,1.44,1.0,1.0
480135.00557277806,52208.434249392965,49497.044738589975,25542.689965846388,0.06668205852146364,0.13057256276793716,7,0.6957438543063825,6.398410221783372,65.32,33.32,1.36,1.0,1.0
151263.3271764221,56669.00305156372,9760.331321570598,10281.939954253045,0.12316851681719201,0.3322776516690127,6,2.8274741056878985,7.547214838813516,0.0,90.03,9.97,1.0,1.0
256003.42385136147,21794.175014405384,3628.5517929623265,10948.146616639093,0.051699348395428,0.7619182074608591,9,1.4951379525043844,17.562510841463006,0.0,77.14,22.86,1.0,1.0
12980.023859315846,17333.82099431264,28551.443500343,2939.0274284325105,0.280702908082294,0.587805328813014,7,0.5504465472592618,0.41218894086003965,100.0,0.0,0.0,0.0,0.0
50126.468283964496,70748.06766469292,15878.71038174024,13244.827017224876,0.22780631407424773,0.2054333382479083,7,2.429240194812561,1.7211668897661347,0.0,93.84,6.16,1.0,1.0
182564.94505590718,77990.08364531676,4029.529050509339,9820.916542997475,0.22024919726737952,0.5639601017366822,5,5.630871809776218,13.18116040551756,0.0,83.08,16.92,1.0,1.0
323534.7011676422,42715.915212888314,28767.90201188193,15481.872306258952,0.24852815375614506,0.703401203586819,4,0.965336340605386,7.311555960523941,39.09,48.06,12.85,1.0,1.0
62649.7928528721,91375.26745794549,27505.748863564015,17395.6878248556,0.13649014278002897,0.28013089312142403,11,2.03501879220519,1.3952736810541724,0.0,91.6,8.4,1.0,1.0
315698.25864484784,73896.60386624656,21122.85159837294,12111.506185141618,0.06398434939687729,0.4388320654998378,5,2.223500280872042,9.499153276897248,0.0,86.84,13.16,1.0,1.0
106787.55965607875,43269.97859347005,8266.199068430135,29221.10362747818,0.052139618473851686,0.5897969072080257,6,1.1542569211892886,2.8486327896761283,34.99,53.51,11.5,1.0,1.0
162885.50236317306,94494.66924747305,7231.292699045218,4857.100921017327,0.2706929433394145,0.2151150598752105,11,7.816974878336576,13.47453660781194,0.0,93.55,6.45,1.0,1.0
456905.5841650727,88099.78420598451,21743.838184007356,26459.067341467064,0.37224076388581373,0.3652575441887391,9,1.8276861787807641,9.478797578366015,69.6,27.07,3.33,1.0,1.0
389475.28390156175,79035.9126874413,42905.3296813079,8526.063784466918,0.18730282236403123,0.8943811619183857,6,1.536725088734685,7.572714983130669,18.93,59.32,21.75,1.0,1.0
199878.29978510278,10308.53829917014,10042.755142410642,4864.305874561534,0.3717972577232977,0.26592058296698684,8,0.6915205007501836,13.408296884109804,61.02,35.87,3.11,1.0,1.0
295142.6312293834,24918.331676172074,10350.861925871657,20245.423768444674,0.1198341437641587,0.6189905808465829,7,0.8144234213632339,9.646354926153997,42.14,47.11,10.74,1.0,1.0
65033.01719376872,78134.31326513615,41618.71474336436,7883.102138635126,0.2595654671161998,0.721400781593802,11,1.578413039896893,1.3137501063605788,100.0,0.0,0.0,0.0,0.0
38086.92238932576,90245.63053747268,48772.34882269017,23482.7023202772,0.2961451452658493,0.8661563850185348,9,1.2489871519004019,0.5271177832808549,100.0,0.0,0.0,0.0,0.0
124585.35101570132,12564.70569681119,12192.502801181114,7469.055347593253,0.18099528604644344,0.8520983621161322,7,0.6390493368703045,6.336494293737729,87.52,9.29,3.19,1.0,1.0
490419.0118598136,20573.592729517462,14074.976488775716,13971.983100500363,0.15139825914549046,0.18694987991187012,3,0.7335409267457247,17.485639051133663,11.81,83.24,4.95,1.0,1.0
480102.6866198616,62602.089527144504,45976.26107108743,27788.78894203196,0.26472989841090677,0.4465193999765945,9,0.8486687057896727,6.508538752898202,100.0,0.0,0.0,0.0,0.0
184001.92664389627,39620.34526621417,19174.166178698357,22012.825238297177,0.14026521158045457,0.3376249473399392,10,0.9619625979737162,4.467476752088504,100.0,0.0,0.0,0.0,0.0
166151.88305928072,25827.6561634008,12316.234889417574,20435.21017881493,0.09990759671797073,0.31186363047486154,3,0.7885959263657809,5.073116093446543,33.65,60.15,6.21,1.0,1.0
